Fecha,Producto ,region,Canal,unidades_vendidas,Precio Unitario,ingreso
2024-11-01,Auriculares,Oeste,Distribuidor,1,72.84,"72,84"
2024-11-29,Teclado,Este,Online,2,43.1,"86,20"
2024-11-16,Auriculares,Sur,Online,1,89.31,"89,31 €"
2024-12-01,Auriculares,Sur,Distribuidor,3,73.16,"219,48 €"
2024-08-24,Auriculares,ESTE,Distribuidor,3,75.35,"226,05"
2024-10-25,Teclado,Centro,Distribuidor,2,36.22,"72,44"
2024-12-25,Auriculares,Este,Tienda,4,88.58,"354,32"
2024-12-15,Monitor,Sur,Online ,5,221.89,"1.109,45"
2025-11-18,Webcam,Este,Online,5,61.66,"308,30"
2024-07-08,Mouse,Sur,Online,5,24.95,"124,75 €"
2024-12-16,Mouse,Norte,Tienda,5,24.69,"123,45"
2024-05-02,Mouse,Este,Online,1,25.19,"25,19"
04-03-2025,Mouse,Sur,Online,4,25.82,"103,28 €"
2025-03-16,Auriculares,Sur,Online,1,88.58,"88,58"
2025-10-01,Monitor,Norte,ONLINE,2,230.89,"461,78 €"
2024-11-22,Webcam,Norte,Online,5,64.28,"321,40 €"
2024-04-05, MOUSE,Oeste,Distribuidor,2,20.29,"40,58 €"
2025-09-08,Mouse,sur,Tienda,2,24.82,"49,64 €"
2025-06-02, Webcam,Centro,Online,4,67.3,"269,20"
2024-02-01,Auriculares,  Centro ,Tienda,5,86.42,"432,10 €"
25/07/2024,Auriculares,Este,Distribuidor,2,73.17,"146,34"
2025-12-14,Teclado,Este,Online,2,45.87,"91,74"
2024-05-17,Mouse,Sur,Online,2,24.6,"49,20 €"
2024-10-16,Webcam,Centro,Online,5,63.64,"318,20"
2025-09-01,Auriculares,Sur,tienda,4,86.07,"344,28"
2025-07-03,MOUSE,Sur,Online,2,24.69,"49,38"
11-06-2024,Auriculares,oeste,Tienda,2,89.49,"178,98"
2024-12-20,Mouse,Sur,Distribuidor,1,21.19,"21,19"
2024-10-27,Auriculares,Sur,Online,4,91.17,"364,68 €"
2025-11-26,Auriculares,,Tienda,4,92.98,"371,92"
2025-03-15,Webcam,Sur,Tienda,5,68.04,"340,20 €"
2024-04-01,Mouse,  Norte ,Online,2,23.7,"47,40"
2024-05-12,Mouse,Este,Tienda,4,25.39,"101,56"
05/11/2025,Teclado,Norte,Tienda,5,46.48,"232,40 €"
2024-07-26,Teclado,,Distribuidor,4,37.16,"148,64"
11-03-2025,Teclado,  Norte ,Online,3,44.16,"132,48"
15/07/2024,Mouse,Oeste,online,1,24.08,"24,08 €"
2024-10-28,Monitor,CENTRO,Distribuidor ,1,173.54,"173,54 €"
2025-09-17,Webcam,Norte,DISTRIBUIDOR,4,50.19,"200,76"
2025-12-07,Mouse,Sur,Online,5,25.09,"125,45"
12-05-2025,Webcam,CENTRO,Online,3,67.45,"202,35 €"
17/02/2024,Teclado,Norte,Distribuidor,4,38.08,"152,32"
2024-02-24,Mouse,Sur,Online,2,25.21,"50,42"
2024-11-28,Monitor,Norte,Online,3,222.06,"666,18 €"
2025-12-12,Teclado,Centro,Online,3,45.63,"136,89 €"
2024-12-13,Mouse,Norte,Online,5,25.23,"126,15"
2024-09-02,Webcam,Este,Online,N/A,64.12,"128,24"
2024-08-15,Mouse,Este,Tienda,3,25.14,"75,42"
2025-08-03,Monitor,Este,Online,3,224.26,"672,78"
2024-12-10,Auriculares,Centro,Online,4,91.71,"366,84"
07/12/2025,Mouse,Norte,Tienda,3,26.2,"€78,60 €"
2024-12-03,Auriculares,Sur,Online,-,87.96,"439,80 €"
2024-11-18,Teclado,Sur,Online,3,46.33,"138,99"
2025-11-03,Auriculares,Sur,Tienda,4,93.09,"372,36"
2024-09-02,Monitor,Este,Tienda,1,n/a,"216,35"
2025-12-30,Mouse,Oeste,Tienda,3,25.56,"76,68 €"
2024-09-04,Teclado,?,Tienda,4,46.31,"185,24"
06-16-2025,Auriculares,Norte,Online,5,93.01,"€465,05 €"
2025-12-27,Monitor,Norte,Online,4,214.81,"859,24 €"
2024-06-07,Teclado,Sur,Tienda,3,45.36,"136,08 €"
2025-01-12,Mouse,Centro,Tienda,4,25.3,"101,20"
2025-08-25,Monitor,Centro,tienda,5,228.45,"1.142,25 €"
2025-11-05,Teclado,Oeste,Online,3,44.07,"132,21 €"
02-17-2024,Teclado,Norte,Tienda Fisica,4,45.65,"182,60"
2025-12-15,Teclado,Norte,Distribuidor ,4,37.57,"150,28 €"
2024-12-28,Auriculares,Este,Tienda,3,87.28,"261,84"
2024-11-25,Mouse,  Norte ,Online ,5,25.16,"125,80 €"
2024-06-17,Webcam,Norte,Tienda,2,64.39,"128,78"
09-15-2024,Teclado,Norte,Online,1,46.54,"46,54"
2025-10-27,Mouse,sur,Tienda,4,26.2,"104,80"
2025-12-12,Auriculares,Centro,Online,2,90.57,"181,14"
2025-04-25,Teclado,Norte,Tienda,3,45.75,"137,25"
2025-05-04,MOUSE,Centro,Distribuidor,3,21.07,"63,21 €"
2024-11-07,Auriculares,Centro,Distribuidor,2,73.56,"147,12"
2025-01-19,Mouse,Este,Online,5,24.1,"120,50"
2024-10-23,Teclado,Norte,Distribuidor,4,38.45,"€153,80"
2025-04-08,Monitor,Norte,Online,2,219.24,"438,48"
2025-04-06,Mouse,Este,Online,5,24.85,"124,25 €"
2024-02-16,Mouse,Sur,Online,3,24.87,"74,61"
2024-09-30,Monitor,desconocida,Online,1,214.9,"214,90 €"
2025-05-23,Teclado,Centro,online,5,46.24,"231,20"
2025-02-04,Teclado,Norte,ONLINE,3,49.55,"148,65 €"
2024-11-18,Auriculares,SUR,Online,5,90.71,"453,55 €"
2024-11-04,Webcam,Oeste,Online,10056,60.98,"243,92 €"
2025-11-14,Monitor,Este,ONLINE,4,223.34,"893,36"
2024-02-20,Auriculares,Este,Online,3,95.38,"286,14"
2024-03-28,Monitor,Centro,Tienda,1,221.16,"221,16"
2024-08-26,Monitor,Centro,Online,5,215.42,"786,45"
2024-12-23,Mouse,Centro,Distribuidor,1,19.81,"19,81"
2024-09-04,Mouse,Norte,Tienda,5,24.63,"123,15"
2025-12-27,Teclado,Centro,Distribuidor,3,34.85,"104,55"
2025-04-16,Auriculares,Oeste,Online ,3,93.1,"279,30 €"
2025-06-05,Monitor,Oeste,Online,5,226.76,"1.133,80"
2025-11-09,Mouse,OESTE,Tienda,2,24.43,"48,86"
2024-12-22,Monitor,Sur,Online,1,221.91,"221,91 €"
2025-12-10, Mouse,Oeste,Tienda,5,25.19,"125,95"
2024-03-04,Auriculares,SUR,Online,3,89.12,"267,36 €"
2024-12-11,Webcam,Norte,Online,1,62.43,"62,43"
2025-08-02,Teclado,Sur,Online,1,45.35,"45,35"
08/03/2025,Mouse,Centro,Tienda,5,25.94,"129,70 €"
2024-04-16,Monitor,Norte,Tienda,3,227.24,"€681,72"
2025-12-18,Mouse,Norte,Online,2,25.55,"51,10"
,,,,,,
2024-05-03,Monitor,oeste,Tienda física,2,225.65,"451,30 €"
2024-10-01,Auriculares,Centro,Tienda,1,90.33,"90,33 €"
2024-11-02,AURICULARES,Norte,Distribuidor ,5,73.77,"368,85"
2024-10-26,Mouse,Centro,Online,3,23.92,"71,76"
2024-08-30,Mouse,Sur,Online,5,25.13,"125,65"
2024-07-08,Mouse,Sur,Online,5,24.95,"124,75 €"
2024-07-10,Monitor,Sur,Online,1,223.44,"223,44"
2025-04-19,Auriculares,Sur,Distribuidor,2,75.46,"150,92"
2025-07-14,Webcam,Este,Distribuidor ,4,53.64,"214,56"
2024-10-07,Webcam,Sur,TIENDA,5,63.25,"316,25"
2024-04-20,Mouse,Este,Online,4,24.27,"97,08 €"
2025-04-06,Webcam,  norte ,Tienda,1,65.65,"65,65"
2024-12-25,Monitor,Este,Online,5,227.99,"1.139,95"
2025-09-14,Teclado,Sur,Online,3,47.91,"143,73"
2024-12-20,Mouse,Norte,Distribuidor,2,NULL,"41,26"
2024-04-27,Auriculares,Oeste,ONLINE,2,89.02,"178,04 €"
2024-11-16,Monitor,Oeste,Distribuidor,4,182.56,"730,24"
2025-05-26,Webcam,Norte,Distribuidor,1,53.92,"53,92"
2025-08-24,Teclado,Centro,Tienda,3,46.39,"139,17 €"
2024-12-23,Teclado,  CENTRO ,Tienda,3,45.05,"135,15"
,Monitor,Sur,Online,5,219.82,"1.099,10"
2025-12-02,Teclado,  Sur ,Tienda,2,44.82,"89,64 €"
2024-11-20,Mouse,Sur,Online,1,24.4,"24,40"
2024-08-01,Monitor,Oeste,Online,NA,228.82,"1.144,10"
07-18-2025,Auriculares,Centro,Tienda,1,91.93,"91,93"
2024-06-14,Auriculares,centro,Online,5,88.37,"441,85"
23/11/2024,Webcam,Norte,Tienda,4,67.83,"271,32 €"
2025-12-29,Monitor,Centro,ONLINE,3,219.55,"658,65 €"
2024-02-22,Monitor,Norte,Tienda,5,218.09,"1.090,45 €"
2024-08-23,AURICULARES,Este,Online,5,85.3,"426,50 €"
2025-11-20,Auriculares,Sur,TIENDA,2,88.35,"€176,70"
2024-10-03,Mouse,Norte,Online ,2,23.41,"€46,82"
2025-03-10,Auriculares,Centro,Online,1,90.53,"90,53"
2025-09-15,Auriculares,Este,Online,4,85.73,"286,79"
2025-12-14,Auriculares,norte,Distribuidor,5,73.5,"367,50"
2025-06-18,Mouse,sur,Online,2,24.78,"49,56"
09/02/2024,Monitor,Centro,Online,1,224.51,"224,51 €"
2025-10-08,Monitor,Este,Online,3,195.45,"586,35"
2025-10-11,Monitor,Sur,Online,3,230.83,"692,49 €"
2024-11-12,Teclado,Centro,Online,5,48.17,"240,85"
2024-12-25,Auriculares,Centro,Online,4,90.69,"362,76 €"
2025-09-06,MONITOR,Este,Distribuidor,5,187.59,"937,95"
2024-08-06,Auriculares,Norte,Online,-1,89.35,"89,35"
2024-11-29,Mouse,Norte,Online,1,24.02,"24,02"
2025-12-08,Auriculares,Norte,Online,3,94.33,"282,99 €"
2025-07-26,Auriculares,Este,Tienda,4,91.2,"€364,80"
2024-05-12,Mouse,Este,TIENDA,4,25.39,"101,56"
2025-08-24,Monitor,Este,Online,4,220.55,"882,20 €"
2024-11-01,Monitor,Oeste,Distribuidor,5,182.21,"911,05"
2024-12-02,Teclado,NORTE,on-line,1,44.41,"44,41"
07-13-2024,Monitor,Norte,Tienda,4,225.43,"901,72"
2025-11-25,Monitor,Centro,Online,4,213.03,"€852,12"
2025-03-14,Teclado,Este,Online,3,45.26,"135,78"
2024-11-15,Teclado,Sur,Distrib.,1,38.18,"38,18"
11/12/2024,Auriculares,Sur,Online,3,93.54,"280,62"
2024-06-13,Mouse,Oeste,Online,3,24.07,"72,21"
2025-12-06,Mouse,Centro,Online,5,25.59,"127,95"
09-13-2024,Webcam,Oeste,Online,4,63.13,"252,52"
2024-01-30, Teclado,Oeste,Online ,1,46.16,"46,16"
2024-12-25,WEBCAM,Este,Distribuidor,2,54.23,"108,46"
2025-07-09, Teclado,Centro,Distribuidor,4,38.13,"152,52 €"
2025-11-28,Webcam,Oeste,Tienda,4,62.6,"250,40 €"
2025-12-14,Auriculares,OESTE,Tienda,5,94.55,"€472,75"
2025-07-15,Teclado,Sur,Online,4,46.05,"184,20"
2024-10-16, Mouse,Norte,Tienda,3,26.31,"78,93"
2024-04-03,Webcam,OESTE,Online,1,61.6,"61,60"
2025-09-22,Auriculares,centro,Tienda,NA,86.41,"432,05"
2024-03-12,Teclado,SUR,Online,5,46.38,"231,90"
2025-11-22,Monitor,Norte,Distribuidor,1,175.04,"175,04"
2024-06-04,Auriculares,Oeste,Tienda,4,92.3,"369,20 €"
2024-06-16,Mouse,Centro,Online,3,24.41,"73,23"
2025-03-12,Teclado,centro,Tienda,4,45.27,"181,08 €"
,,,,,,
2025-07-20,Monitor,Oeste,Online,-,221.92,"665,76"
2024-06-30,Teclado,Norte,Tienda,1,46.22,"46,22"
2024-04-23,Auriculares,  Sur ,Online,4,86.2,"344,80 €"
2024-11-24,Teclado,Norte,Tienda,5,48.41,"242,05"
2024-12-24,Monitor,Centro,online,1,215.53,"215,53"
2025-09-24,Auriculares,norte,Tienda,4,94.47,"377,88"
2025-12-30,Monitor,OESTE,TIENDA,5,219.36,"1.096,80 €"
2025-09-05,Monitor,Este,Online,3,231.14,"693,42"
2024-12-06,MOUSE,Norte,Online,3,24.56,"73,68"
19/05/2024,Auriculares,Norte,Online,5,92.11,"460,55"
2025-11-29,Teclado,Oeste,Distribuidor,2,37.94,"75,88 €"
,Mouse,Oeste,Tienda,4,25.16,"100,64 €"
05-28-2024,Teclado,Centro,Online,4,43.72,"174,88"
2024-12-27,Monitor,SUR,Online,N/A,209.24,"627,72"
2024-08-26,Mouse,Norte,distribuidor,4,20.59,"82,36"
2025-09-11,Mouse,Sur,Online,4,25.97,"103,88"
2025-11-23,Auriculares,Sur,Online,3,92.35,"277,05"
2024-11-09, Auriculares,Centro,ONLINE,3,87.58,"€262,74"
2024-12-31,MOUSE,Este,ONLINE,3,24.42,"73,26"
04/11/2025,Mouse,Centro,Online,2,24.66,"49,32"
2024-11-06,Teclado,Sur,Tienda física,5,45.22,"226,10"
2024-10-29,Mouse,Oeste,online,3,25.43,"76,29"
2024-04-30,Mouse,Oeste,Online,4,25.14,"100,56 €"
2024-11-18,Auriculares,Centro,Tienda,5,85.22,"426,10"
2025-12-08,Mouse,Centro,Tienda,3,25.83,"77,49 €"
2025-01-07,Teclado,Oeste,TIENDA,2,43.2,"86,40"
21/03/2024,Monitor,NORTE,Distribuidor,5,180.72,"903,60"
2024-09-08,Webcam,Norte,Tienda,4,64.39,"257,56 €"
2024-11-22,Monitor,Oeste,ONLINE,4,220.52,"882,08"
2025-09-13,Auriculares,Oeste,Online,3,92.06,"276,18"
2024-08-28,Monitor,Oeste,Distrib.,3,183.3,"549,90"
2024-11-14,Webcam,Este,Online,5,64.29,"321,45 €"
2025-07-07,Teclado,Este,Online,3,46.08,"138,24"
2024-08-09,Auriculares,Norte,Online,1,90.04,"90,04"
2025-07-23,Monitor,Norte,Online,2,223.05,"446,10 €"
2025-12-15,Webcam,Norte,Online,2,65.21,"130,42 €"
2024-11-15,Mouse,Oeste,Tienda,1,24.23,"24,23"
2024-11-01,Auriculares,Oeste,Online ,1,89.98,"€89,98"
2025-06-14,Teclado,Oeste,Tienda,2,46.0,"92,00"
07/11/2024,Auriculares,Norte,Online,3,90.07,"270,21 €"
2025-11-10,Teclado,Oeste,Tienda,-,45.1,"45,10"
2024-11-12,Teclado,Norte,online,3,46.98,"140,94"
2025-11-18,Auriculares,Centro,Tienda,2,91.9,"335,81"
2024-08-02,Webcam,norte,Tienda,1,64.73,"64,73"
2025-12-21,Auriculares,Norte,Online,3,83.02,"249,06"
2025-05-31,Auriculares,Sur,ONLINE,3,90.79,"272,37"
2024-12-21,Auriculares,Centro,Tienda,4,90.14,"360,56"
2025-11-02,Auriculares,Sur,Online,1,89.58,"€89,58 €"
2024-04-13,Mouse,  Norte ,online,1,26.13,"26,13"
2025-01-14,Auriculares,Centro,Tienda,3,91.47,"274,41 €"
2025-11-10,Auriculares,Norte,Online,2,88.42,"176,84"
2025-02-15,Monitor,Oeste,Distribuidor,4,177.16,"708,64"
2025-11-11,Webcam,Norte,ONLINE,2,64.52,"129,04 €"
2025-07-20,Auriculares,Centro,Online,1,85.56,"85,56"
2024-07-27,Mouse,Oeste,Tienda,,23.74,"23,74"
13/06/2025,Mouse,Norte,Tienda,4,25.53,"102,12"
11/10/2025, Auriculares,Centro,Distribuidor,1,73.2,"441,96"
2025-10-16,Auriculares,desconocida,Online,5,88.16,"€440,80"
2024-01-18,Auriculares,Sur,Tienda,5,93.58,"467,90"
2024-12-20,Webcam,ESTE,Online,1,NULL,"67,35"
2024-12-05,Auriculares,Centro,Online,4,92.09,"368,36"
2025-12-21,Auriculares,Norte,Online,3,85.18,"255,54 €"
2024-02-16, Auriculares,Centro,Online,4,86.42,"345,68"
16/09/2024,Mouse,Este,Online,1,24.27,"24,27 €"
2024-06-18,Mouse,Norte,Online,4,25.97,"103,88 €"
2024-05-03,MOUSE,Sur,Tienda,3,25.36,"76,08 €"
11-10-2025,Teclado,OESTE,Online,null,46.26,"92,52"
2024-09-24,Auriculares,Centro,Tienda,4,89.74,"358,96 €"
2025-01-05,Monitor,Este,Distribuidor,4,170.7,"682,80"
2025-03-10,Monitor,Este,Online,1,219.13,"219,13"
2024-01-26,Auriculares,Oeste,Tienda,2,88.96,"177,92"
2024-12-10,Auriculares,Norte,online,4,92.27,"369,08"
2025-07-10,Auriculares,norte,Tienda,1,86.94,"86,94 €"
2025-03-23,Teclado,Sur,Online ,3,46.09,"138,27 €"
2025-07-25,Monitor,Este,Tienda,2,227.57,"455,14 €"
2025-12-15,Auriculares,Este,Tienda,4,92.24,"368,96 €"
2025-09-22,Mouse,Oeste,Online,NA,24.17,"24,17 €"
02/08/2024,Teclado,Este,Distribuidor,2,37.61,"75,22 €"
2024-01-10,Auriculares,Norte,Tienda física,5,96.8,"484,00"
2025-04-26,Teclado,Sur,Online,1,46.26,"46,26"
2025-08-16,Mouse,Sur,Distribuidor,4,21.22,"84,88 €"
2025-06-16,Auriculares,Oeste,Distribuidor,2,72.76,"€145,52"
2024-07-25,Teclado,Sur,Online ,4,45.73,"182,92"
2024-01-03,Auriculares,Norte,Distribuidor,2,72.36,"144,72"
2024-01-24,Teclado,Centro,Distribuidor,4,37.05,"148,20"
12-23-2025,Webcam,Sur,Online,2,60.46,"120,92"
2024-07-04,Auriculares,Norte,Tienda,5,90.71,"453,55"
,Teclado,Oeste,Online,4,42.64,"170,56 €"
2024-05-04,Mouse,  Sur ,Online,2,24.28,"48,56"
2025-12-01,Mouse,Norte,Online,2,n/a,"48,66 €"
2025-12-13,Teclado,Oeste,Online,1,48.53,"48,53"
2025-05-25,Auriculares,Sur,Tienda,4,91.28,"365,12"
2025-01-28,Webcam,Norte,Online,2,63.67,"127,34"
2025-12-30,Mouse,Oeste,Online,1,25.02,"25,02 €"
07/08/2025,Auriculares,Norte,Tienda,2,86.66,"173,32 €"
2025-04-01,Mouse,Norte,Online,2,24.71,"49,42"
2024-05-25,Mouse,Este,Online,5,24.33,"121,65"
2025-07-19,Auriculares,Norte,Online,4,89.13,"356,52 €"
2024-10-27,Auriculares,Sur,Online,4,91.17,"364,68 €"
2025-12-01,Monitor,norte,Online,1,NULL,"218,42"
2024-06-23,Auriculares,Oeste,tienda,2,89.8,"179,60 €"
2025-12-03,Mouse,Norte,Online,4,23.49,"93,96"
2025-11-07, Monitor,sur,Tienda,5,231.05,"1.155,25"
2025-06-14,Teclado,Oeste,Online,5,NULL,"232,00"
2025-11-12,Mouse,Centro,Online,4,NULL,"99,12"
2025-12-01,Monitor,,Online,4,208.49,"833,96"
2024-06-25,Monitor,NORTE,ONLINE,5,221.28,"1.106,40"
2024-10-09,Mouse,Sur,Tienda Fisica,2,25.35,"50,70 €"
2025-04-30,Auriculares,Oeste,ONLINE,5,87.09,"435,45"
2025-03-20,Monitor,NORTE,on-line,1,212.67,"212,67"
2025-12-08,Teclado,Este,DISTRIBUIDOR,3,36.59,"392,57"
2024-11-30,Monitor,Norte,distribuidor,1,180.86,"180,86"
2025-09-03,Monitor,Este,Tienda,5,212.95,"1.064,75"
2024-12-08,Monitor,Norte,Tienda,4,207.05,"828,20"
2025-09-27,Teclado,Centro,Online,5,43.75,"218,75"
2025-06-03,Monitor,Este,ONLINE,5,218.36,"1.091,80 €"
2024-08-20,Mouse,este,ONLINE,3,25.06,"75,18"
2024-07-26,Monitor,Sur,Tienda,2,212.17,"424,34 €"
18/06/2024,Webcam,Norte,Online,5,65.92,"329,60"
14/05/2025,Teclado,Norte,Online,3,43.89,"131,67"
2024-12-04,Webcam,Norte,Tienda,2,64.65,"129,30"
2025-12-13,Teclado,Oeste,Online,5,46.93,"234,65"
2024-03-20,Mouse,Centro,Online,4,25.61,"102,44 €"
2024-12-06,Mouse,Norte,Online,4,24.08,"96,32 €"
2025-12-10,Auriculares,Sur,Distribuidor,5,72.15,"360,75"
2025-12-28,Mouse,Este,Distribuidor,2,20.71,"41,42 €"
2024-08-16,Teclado,Este,Distribuidor,2,35.87,"71,74"
2025-08-15,Monitor,Este,Online,4,214.1,"856,40"
2025-11-30,Teclado,Sur,Tienda,3,44.44,"133,32"
2025-02-03, Mouse,Centro,Online,1,26.39,"26,39 €"
2024-11-15,Monitor,Centro,Online,5,215.97,"1.079,85 €"
2025-04-26,Auriculares,Norte,Online,5,94.52,"472,60"
12-18-2025,Mouse,Centro,online,3,25.02,"75,06"
,Monitor,Norte,Online,2,207.1,"414,20"
2024-11-13,Webcam,CENTRO,Online,4,61.48,"245,92"
24/06/2025,Teclado,Oeste,Tienda,2,46.01,"92,02"
2025-11-03,Monitor,Norte,Online ,3,222.89,"€668,67"
2024-02-20,Teclado,Sur,TIENDA,1,45.88,"45,88"
2025-06-19,Webcam,Centro,Tienda,3,66.27,"198,81 €"
2025-07-06,MOUSE,Sur,Tienda,,24.91,"24,91 €"
2024-12-10,Monitor,Norte,Tienda,4,224.4,"897,60 €"
07/03/2024,Mouse,desconocida,on-line,4,24.71,"98,84"
2024-03-12,Monitor,Norte,Online,1,221.85,"221,85"
22/09/2024,Webcam,Oeste,Tienda,5,62.54,"312,70"
2025-12-25,Webcam,Centro,Distribuidor,1,51.59,"€51,59 €"
2025-10-28,Auriculares,Este,Online,3,93.85,"281,55 €"
2025-07-24,Auriculares,Norte,Tienda,1,87.76,"87,76 €"
2025-03-08,Mouse,Sur,Online,2,26.13,"52,26"
2025-04-09,Webcam,Este,online,4,63.09,"252,36 €"
2024-10-20,Webcam,Este,Online,-,66.43,"132,86 €"
2024-09-04,Teclado,Sur,Online,2,45.2,"90,40"
2025-09-03,Mouse,Norte,Distribuidor,2,21.1,"42,20"
2024-12-03,Auriculares,Sur,Distribuidor,1,73.98,"73,98"
2025-12-21,Auriculares,Este,Tienda,5,97.78,"488,90"
2025-09-15,Webcam,Sur,Tienda,3,61.59,"184,77 €"
2024-03-10,MOUSE,norte,ONLINE,1,24.01,"24,01 €"
2025-12-31,Teclado,Norte,Tienda,3,44.17,"132,51"
2024-11-04,Auriculares,Sur,Tienda,5,89.48,"447,40"
2024-07-04,Mouse,Oeste,on-line,1,24.75,"€24,75"
2025-06-03,Monitor,Norte,Online,4,228.82,"915,28 €"
2025-07-22,Mouse,Oeste,ONLINE,2,24.58,"49,16 €"
2025-12-13,Teclado,Sur,TIENDA,5,46.32,"231,60"
2024-07-17,Webcam,Oeste,Tienda,1,66.36,"66,36"
03/06/2024,Mouse,Norte,Online,1,24.25,"24,25 €"
2024-04-03,Mouse,Norte,Online,-4,25.22,"100,88"
2025-12-26,Auriculares,Centro,distribuidor,3,76.04,"228,12"
2024-12-02,Auriculares,Centro,Tienda,4,85.69,"342,76"
2024-12-19,Auriculares,Este,Tienda Fisica,N/A,90.59,"362,36 €"
2024-09-28,Monitor,Este,online,2,214.0,"428,00 €"
2025-07-21,Monitor,Centro,tienda,4,229.08,"916,32 €"
2024-09-09,Teclado,Oeste,ONLINE,3,47.88,"143,64"
2025-08-29,Mouse,  Sur ,Online,5,26.54,"132,70"
2024-04-23,Monitor,Sur,Online,5,224.28,"1.121,40 €"
11/02/2024,Mouse,Norte,Distribuidor,3,19.95,"59,85 €"
2025-12-16,Mouse,Oeste,Online,4,24.82,"99,28"
2025-11-24,Auriculares,desconocida,online,5,90.83,"454,15 €"
2025-12-17,Teclado,Norte,TIENDA,4,47.18,"188,72"
2024-12-14,Mouse,Norte,Tienda,3,26.02,"€78,06"
2025-03-29,Monitor,Oeste,on-line,5,213.94,"656,15"
2024-12-16,Webcam,Centro,Tienda,1,64.22,"214,08"
2024-08-28,Teclado,Norte,Tienda,3,47.11,"€141,33 €"
2025-11-02,Auriculares,Norte,Tienda,2,93.35,"186,70 €"
2025-11-26,Mouse,CENTRO,Tienda,3,n/a,"79,20"
2025-11-13,Teclado,centro,Online,2,45.06,"90,12"
2024-01-29,Monitor,Norte,Distribuidor,4,186.4,"745,60"
2025-09-22,Auriculares,norte,Distribuidor,5,72.88,"364,40"
31/07/2024,Mouse,Este,Online,5,22.81,"114,05"
2024-04-11,Auriculares,Norte,Tienda,5,91.89,"€459,45"
2024-10-08,Monitor,Oeste,TIENDA,5,228.24,"1.141,20"
2025-12-05,Webcam,Sur,Distribuidor,2,52.11,"104,22"
2025-12-05,Webcam,SUR,ONLINE,4,67.06,"€268,24 €"
2024-08-10,Monitor,?,Online,-4,207.48,"207,48 €"
2025-06-03,Mouse,Oeste,Tienda,1,24.37,"24,37 €"
2025-07-31,Teclado,Este,Online,5,44.24,"221,20"
2024-05-19,Teclado,Este,Online,1,44.1,"44,10"
2024-04-17,Auriculares,Norte,Online,5,89.14,"445,70"
28/01/2025,Auriculares,Norte,Online,3,90.73,"272,19"
2025-11-26,MOUSE,Sur,Tienda Fisica,5,25.48,"127,40"
2024-11-28,Mouse,  Norte ,Distribuidor,1,20.65,"20,65"
2025-08-18,Webcam,Sur,Tienda,1,63.88,"63,88"
2024-08-16,Mouse,Norte,Distribuidor,5,20.68,"103,40"
2025-12-21,Mouse,Oeste,Online,1,24.76,"24,76"
2025-07-23,Mouse,Norte,Tienda,1,25.35,"25,35"
2025-12-15,Auriculares,Sur,Online,2,91.52,"183,04 €"
2025-11-10,Auriculares,Norte,Online,4,86.61,"346,44 €"
2025-12-22,Mouse,Norte,online,2,26.24,"52,48"
2025-04-03,MOUSE,Oeste,Online,5,25.06,"125,30 €"
2024-12-09,Auriculares,Sur,Tienda,5,87.01,"435,05"
2024-06-14,Auriculares,Norte,Distribuidor,1,75.12,"75,12"
29/07/2025,MONITOR,Norte,Online,-1,219.44,"219,44"
24/09/2025,Teclado,Oeste,Tienda física,4,46.2,"184,80"
2025-11-12,Teclado,Centro,Online,4,45.6,"182,40 €"
2024-12-08,Monitor,Este,Online,1,216.67,"216,67 €"
2024-03-11,Monitor,Sur,Online,3,228.52,"685,56"
07/12/2025,Mouse,Norte,TIENDA,3,26.2,"€78,60 €"
2024-12-29,MOUSE,Norte,Tienda,5,24.43,"122,15 €"
2024-12-28,Teclado,Norte,Distribuidor,2,39.15,"78,30"
2025-10-06,Auriculares,Oeste,Online,4,84.8,"339,20"
2025-07-24,Monitor,Sur,Online,2,210.97,"421,94 €"
2024-05-08,Teclado,Norte,Online,1,45.42,"45,42"
2024-07-14,Teclado,Oeste,Tienda,4,45.58,"182,32"
27/09/2025,Teclado,Sur,Tienda,5,43.44,"217,20"
2025-11-09,Auriculares,Oeste,Distribuidor,2,75.71,"151,42"
2024-07-08,Teclado,Centro,Online,5,44.3,"221,50"
2025-11-07,Auriculares,Este,Online,4,90.3,"361,20 €"
2025-12-13,Auriculares,Oeste,Online,3,85.28,"255,84 €"
2025-11-01,Auriculares,sur,Online,-,NULL,"184,22"
08-22-2024,Teclado,Oeste,Online,5,44.37,"221,85 €"
2024-05-22,Auriculares,Norte,Tienda,5,94.03,"470,15 €"
2025-08-28,Mouse,Centro,Online,2,25.38,"50,76"
2025-04-20,Teclado,Norte,Online,1,46.1,"46,10 €"
2025-12-07,Mouse,Norte,Online,1,25.48,"25,48"
14/04/2024,Mouse,Sur,Tienda,3,23.81,"71,43 €"
2024-06-27,Webcam,Este,Online,2,,"132,22"
2025-04-13,Mouse,Norte,Online,2,25.17,"50,34 €"
2024-10-11,Auriculares,Norte,ONLINE,1,93.65,"93,65"
,Auriculares,Sur,Tienda,2,86.29,"172,58"
2025-12-31,Monitor,CENTRO,Tienda,2,211.6,"423,20"
2024-05-03,Teclado,Centro,Distribuidor,2,36.18,"72,36 €"
2025-01-06,MOUSE,Oeste,Tienda,1,24.29,"24,29"
2025-06-01,Auriculares,Norte,ONLINE,1,85.81,"85,81"
