fecha,producto,region,canal,unidades_vendidas,precio_unitario,ingreso
2025-12-07,Mouse,Sur,Online,5.0,25.09,125.45
2025-05-12,Webcam,Centro,Online,3.0,67.45,202.35
2024-02-17,Teclado,Norte,Distribuidor,4.0,38.08,152.32
2024-02-24,Mouse,Sur,Online,2.0,25.21,50.42
2024-11-28,Monitor,Norte,Online,3.0,222.06,666.18
2024-12-13,Mouse,Norte,Online,5.0,25.23,126.15
2024-09-02,Webcam,Este,Online,2.0,64.12,128.24
2024-08-15,Mouse,Este,Tienda,3.0,25.14,75.42
2025-08-03,Monitor,Este,Online,3.0,224.26,672.78
2024-12-10,Auriculares,Centro,Online,4.0,91.71,366.84
2025-12-07,Mouse,Norte,Tienda,3.0,26.2,78.6
2024-11-18,Teclado,Sur,Online,3.0,46.33,138.99
2025-11-03,Auriculares,Sur,Tienda,4.0,93.09,372.36
2024-09-02,Monitor,Este,Tienda,1.0,216.35,216.35
2025-12-30,Mouse,Oeste,Tienda,3.0,25.56,76.68
2024-09-04,Teclado,,Tienda,4.0,46.31,185.24
2025-06-16,Auriculares,Norte,Online,5.0,93.01,465.05
2025-12-27,Monitor,Norte,Online,4.0,214.81,859.24
2024-06-07,Teclado,Sur,Tienda,3.0,45.36,136.08
2025-01-12,Mouse,Centro,Tienda,4.0,25.3,101.2
2025-08-25,Monitor,Centro,Tienda,5.0,228.45,1142.25
2025-11-05,Teclado,Oeste,Online,3.0,44.07,132.21
2024-02-17,Teclado,Norte,Tienda,4.0,45.65,182.6
2025-12-15,Teclado,Norte,Distribuidor,4.0,37.57,150.28
2024-12-28,Auriculares,Este,Tienda,3.0,87.28,261.84
2024-11-25,Mouse,Norte,Online,5.0,25.16,125.8
2024-06-17,Webcam,Norte,Tienda,2.0,64.39,128.78
2024-09-15,Teclado,Norte,Online,1.0,46.54,46.54
2025-10-27,Mouse,Sur,Tienda,4.0,26.2,104.8
2025-12-12,Auriculares,Centro,Online,2.0,90.57,181.14
2025-05-04,Mouse,Centro,Distribuidor,3.0,21.07,63.21
2024-11-07,Auriculares,Centro,Distribuidor,2.0,73.56,147.12
2025-01-19,Mouse,Este,Online,5.0,24.1,120.5
2024-10-23,Teclado,Norte,Distribuidor,4.0,38.45,153.8
2025-04-08,Monitor,Norte,Online,2.0,219.24,438.48
2025-04-06,Mouse,Este,Online,5.0,24.85,124.25
2024-02-16,Mouse,Sur,Online,3.0,24.87,74.61
2024-09-30,Monitor,,Online,1.0,214.9,214.9
2025-05-23,Teclado,Centro,Online,5.0,46.24,231.2
2025-02-04,Teclado,Norte,Online,3.0,49.55,148.65
2024-11-04,Webcam,Oeste,Online,4.0,60.98,243.92
2025-11-14,Monitor,Este,Online,4.0,223.34,893.36
2024-02-20,Auriculares,Este,Online,3.0,95.38,286.14
2024-03-28,Monitor,Centro,Tienda,1.0,221.16,221.16
2024-08-26,Monitor,Centro,Online,5.0,215.42,786.45
2024-12-23,Mouse,Centro,Distribuidor,1.0,19.81,19.81
2024-09-04,Mouse,Norte,Tienda,5.0,24.63,123.15
2025-12-27,Teclado,Centro,Distribuidor,3.0,34.85,104.55
2025-04-16,Auriculares,Oeste,Online,3.0,93.1,279.3
2025-06-05,Monitor,Oeste,Online,5.0,226.76,1133.8
2025-11-09,Mouse,Oeste,Tienda,2.0,24.43,48.86
2024-12-22,Monitor,Sur,Online,1.0,221.91,221.91
2025-12-10,Mouse,Oeste,Tienda,5.0,25.19,125.95
2024-03-04,Auriculares,Sur,Online,3.0,89.12,267.36
2024-12-11,Webcam,Norte,Online,1.0,62.43,62.43
2025-08-02,Teclado,Sur,Online,1.0,45.35,45.35
2025-03-08,Mouse,Centro,Tienda,5.0,25.94,129.7
2024-04-16,Monitor,Norte,Tienda,3.0,227.24,681.72
2025-12-18,Mouse,Norte,Online,2.0,25.55,51.1
2024-05-03,Monitor,Oeste,Tienda,2.0,225.65,451.3
2024-10-01,Auriculares,Centro,Tienda,1.0,90.33,90.33
2024-11-02,Auriculares,Norte,Distribuidor,5.0,73.77,368.85
2024-10-26,Mouse,Centro,Online,3.0,23.92,71.76
2024-08-30,Mouse,Sur,Online,5.0,25.13,125.65
2024-07-10,Monitor,Sur,Online,1.0,223.44,223.44
2025-04-19,Auriculares,Sur,Distribuidor,2.0,75.46,150.92
2025-07-14,Webcam,Este,Distribuidor,4.0,53.64,214.56
2024-10-07,Webcam,Sur,Tienda,5.0,63.25,316.25
2024-04-20,Mouse,Este,Online,4.0,24.27,97.08
2025-04-06,Webcam,Norte,Tienda,1.0,65.65,65.65
2024-12-25,Monitor,Este,Online,5.0,227.99,1139.95
2025-09-14,Teclado,Sur,Online,3.0,47.91,143.73
2024-12-20,Mouse,Norte,Distribuidor,2.0,20.63,41.26
2024-11-16,Monitor,Oeste,Distribuidor,4.0,182.56,730.24
2025-05-26,Webcam,Norte,Distribuidor,1.0,53.92,53.92
2025-08-24,Teclado,Centro,Tienda,3.0,46.39,139.17
2024-12-23,Teclado,Centro,Tienda,3.0,45.05,135.15
,Monitor,Sur,Online,5.0,219.82,1099.1
2025-12-02,Teclado,Sur,Tienda,2.0,44.82,89.64
2024-11-20,Mouse,Sur,Online,1.0,24.4,24.4
2024-08-01,Monitor,Oeste,Online,5.0,228.82,1144.1
2025-07-18,Auriculares,Centro,Tienda,1.0,91.93,91.93
2024-06-14,Auriculares,Centro,Online,5.0,88.37,441.85
2024-11-23,Webcam,Norte,Tienda,4.0,67.83,271.32
2025-12-29,Monitor,Centro,Online,3.0,219.55,658.65
2024-02-22,Monitor,Norte,Tienda,5.0,218.09,1090.45
2024-08-23,Auriculares,Este,Online,5.0,85.3,426.5
2025-11-20,Auriculares,Sur,Tienda,2.0,88.35,176.7
2025-03-10,Auriculares,Centro,Online,1.0,90.53,90.53
2025-09-15,Auriculares,Este,Online,4.0,85.73,286.79
2025-12-14,Auriculares,Norte,Distribuidor,5.0,73.5,367.5
2025-06-18,Mouse,Sur,Online,2.0,24.78,49.56
2024-02-09,Monitor,Centro,Online,1.0,224.51,224.51
2025-10-11,Monitor,Sur,Online,3.0,230.83,692.49
2024-11-12,Teclado,Centro,Online,5.0,48.17,240.85
2024-12-25,Auriculares,Centro,Online,4.0,90.69,362.76
2025-09-06,Monitor,Este,Distribuidor,5.0,187.59,937.95
2024-08-06,Auriculares,Norte,Online,1.0,89.35,89.35
2024-11-29,Mouse,Norte,Online,1.0,24.02,24.02
2025-12-08,Auriculares,Norte,Online,3.0,94.33,282.99
2025-07-26,Auriculares,Este,Tienda,4.0,91.2,364.8
2024-05-12,Mouse,Este,Tienda,4.0,25.39,101.56
2025-08-24,Monitor,Este,Online,4.0,220.55,882.2
2024-11-01,Monitor,Oeste,Distribuidor,5.0,182.21,911.05
2024-12-02,Teclado,Norte,Online,1.0,44.41,44.41
2024-07-13,Monitor,Norte,Tienda,4.0,225.43,901.72
2025-11-25,Monitor,Centro,Online,4.0,213.03,852.12
2025-03-14,Teclado,Este,Online,3.0,45.26,135.78
2024-11-15,Teclado,Sur,Distribuidor,1.0,38.18,38.18
2024-12-11,Auriculares,Sur,Online,3.0,93.54,280.62
2024-06-13,Mouse,Oeste,Online,3.0,24.07,72.21
2025-12-06,Mouse,Centro,Online,5.0,25.59,127.95
2024-09-13,Webcam,Oeste,Online,4.0,63.13,252.52
2024-01-30,Teclado,Oeste,Online,1.0,46.16,46.16
2024-12-25,Webcam,Este,Distribuidor,2.0,54.23,108.46
2025-11-28,Webcam,Oeste,Tienda,4.0,62.6,250.4
2025-12-14,Auriculares,Oeste,Tienda,5.0,94.55,472.75
2025-07-15,Teclado,Sur,Online,4.0,46.05,184.2
2024-10-16,Mouse,Norte,Tienda,3.0,26.31,78.93
2024-04-03,Webcam,Oeste,Online,1.0,61.6,61.6
2025-09-22,Auriculares,Centro,Tienda,5.0,86.41,432.05
2024-03-12,Teclado,Sur,Online,5.0,46.38,231.9
2025-11-22,Monitor,Norte,Distribuidor,1.0,175.04,175.04
2024-06-04,Auriculares,Oeste,Tienda,4.0,92.3,369.2
2024-06-16,Mouse,Centro,Online,3.0,24.41,73.23
2025-03-12,Teclado,Centro,Tienda,4.0,45.27,181.08
2025-07-20,Monitor,Oeste,Online,3.0,221.92,665.76
2024-06-30,Teclado,Norte,Tienda,1.0,46.22,46.22
2024-04-23,Auriculares,Sur,Online,4.0,86.2,344.8
2024-11-24,Teclado,Norte,Tienda,5.0,48.41,242.05
2024-12-24,Monitor,Centro,Online,1.0,215.53,215.53
2025-09-24,Auriculares,Norte,Tienda,4.0,94.47,377.88
2025-12-30,Monitor,Oeste,Tienda,5.0,219.36,1096.8
2025-09-05,Monitor,Este,Online,3.0,231.14,693.42
2024-12-06,Mouse,Norte,Online,3.0,24.56,73.68
2024-05-19,Auriculares,Norte,Online,5.0,92.11,460.55
2025-11-29,Teclado,Oeste,Distribuidor,2.0,37.94,75.88
,Mouse,Oeste,Tienda,4.0,25.16,100.64
2024-05-28,Teclado,Centro,Online,4.0,43.72,174.88
2024-12-27,Monitor,Sur,Online,3.0,209.24,627.72
2024-08-26,Mouse,Norte,Distribuidor,4.0,20.59,82.36
2025-09-11,Mouse,Sur,Online,4.0,25.97,103.88
2025-11-23,Auriculares,Sur,Online,3.0,92.35,277.05
2024-11-09,Auriculares,Centro,Online,3.0,87.58,262.74
2025-11-04,Mouse,Centro,Online,2.0,24.66,49.32
2024-11-06,Teclado,Sur,Tienda,5.0,45.22,226.1
2024-04-30,Mouse,Oeste,Online,4.0,25.14,100.56
2024-11-18,Auriculares,Centro,Tienda,5.0,85.22,426.1
2025-12-08,Mouse,Centro,Tienda,3.0,25.83,77.49
2025-01-07,Teclado,Oeste,Tienda,2.0,43.2,86.4
2024-03-21,Monitor,Norte,Distribuidor,5.0,180.72,903.6
2024-09-08,Webcam,Norte,Tienda,4.0,64.39,257.56
2024-11-22,Monitor,Oeste,Online,4.0,220.52,882.08
2025-09-13,Auriculares,Oeste,Online,3.0,92.06,276.18
2024-08-28,Monitor,Oeste,Distribuidor,3.0,183.3,549.9
2024-11-14,Webcam,Este,Online,5.0,64.29,321.45
2025-07-07,Teclado,Este,Online,3.0,46.08,138.24
2024-08-09,Auriculares,Norte,Online,1.0,90.04,90.04
2025-07-23,Monitor,Norte,Online,2.0,223.05,446.1
2025-12-15,Webcam,Norte,Online,2.0,65.21,130.42
2024-11-15,Mouse,Oeste,Tienda,1.0,24.23,24.23
2024-11-01,Auriculares,Oeste,Online,1.0,89.98,89.98
2025-06-14,Teclado,Oeste,Tienda,2.0,46.0,92.0
2024-11-07,Auriculares,Norte,Online,3.0,90.07,270.21
2024-11-12,Teclado,Norte,Online,3.0,46.98,140.94
2025-11-18,Auriculares,Centro,Tienda,2.0,91.9,335.81
2024-08-02,Webcam,Norte,Tienda,1.0,64.73,64.73
2025-12-21,Auriculares,Norte,Online,3.0,83.02,249.06
2025-05-31,Auriculares,Sur,Online,3.0,90.79,272.37
2024-12-21,Auriculares,Centro,Tienda,4.0,90.14,360.56
2025-11-02,Auriculares,Sur,Online,1.0,89.58,89.58
2024-04-13,Mouse,Norte,Online,1.0,26.13,26.13
2025-01-14,Auriculares,Centro,Tienda,3.0,91.47,274.41
2025-11-10,Auriculares,Norte,Online,2.0,88.42,176.84
2025-02-15,Monitor,Oeste,Distribuidor,4.0,177.16,708.64
2025-11-11,Webcam,Norte,Online,2.0,64.52,129.04
2025-07-20,Auriculares,Centro,Online,1.0,85.56,85.56
2024-07-27,Mouse,Oeste,Tienda,1.0,23.74,23.74
2025-10-11,Auriculares,Centro,Distribuidor,1.0,73.2,441.96
2025-10-16,Auriculares,,Online,5.0,88.16,440.8
2024-01-18,Auriculares,Sur,Tienda,5.0,93.58,467.9
2024-12-20,Webcam,Este,Online,1.0,67.35,67.35
2024-12-05,Auriculares,Centro,Online,4.0,92.09,368.36
2025-12-21,Auriculares,Norte,Online,3.0,85.18,255.54
2024-02-16,Auriculares,Centro,Online,4.0,86.42,345.68
2024-09-16,Mouse,Este,Online,1.0,24.27,24.27
2024-06-18,Mouse,Norte,Online,4.0,25.97,103.88
2024-05-03,Mouse,Sur,Tienda,3.0,25.36,76.08
2025-10-11,Teclado,Oeste,Online,2.0,46.26,92.52
2024-09-24,Auriculares,Centro,Tienda,4.0,89.74,358.96
2025-01-05,Monitor,Este,Distribuidor,4.0,170.7,682.8
2025-03-10,Monitor,Este,Online,1.0,219.13,219.13
2024-01-26,Auriculares,Oeste,Tienda,2.0,88.96,177.92
2025-07-10,Auriculares,Norte,Tienda,1.0,86.94,86.94
2025-07-25,Monitor,Este,Tienda,2.0,227.57,455.14
2025-12-15,Auriculares,Este,Tienda,4.0,92.24,368.96
2024-08-02,Teclado,Este,Distribuidor,2.0,37.61,75.22
2024-01-10,Auriculares,Norte,Tienda,5.0,96.8,484.0
2025-04-26,Teclado,Sur,Online,1.0,46.26,46.26
2025-08-16,Mouse,Sur,Distribuidor,4.0,21.22,84.88
2025-06-16,Auriculares,Oeste,Distribuidor,2.0,72.76,145.52
2024-07-25,Teclado,Sur,Online,4.0,45.73,182.92
2024-01-03,Auriculares,Norte,Distribuidor,2.0,72.36,144.72
2024-01-24,Teclado,Centro,Distribuidor,4.0,37.05,148.2
2025-12-23,Webcam,Sur,Online,2.0,60.46,120.92
2024-07-04,Auriculares,Norte,Tienda,5.0,90.71,453.55
,Teclado,Oeste,Online,4.0,42.64,170.56
2024-05-04,Mouse,Sur,Online,2.0,24.28,48.56
2025-12-01,Mouse,Norte,Online,2.0,24.33,48.66
2025-12-13,Teclado,Oeste,Online,1.0,48.53,48.53
2025-05-25,Auriculares,Sur,Tienda,4.0,91.28,365.12
2025-01-28,Webcam,Norte,Online,2.0,63.67,127.34
2025-12-30,Mouse,Oeste,Online,1.0,25.02,25.02
2025-04-01,Mouse,Norte,Online,2.0,24.71,49.42
2024-05-25,Mouse,Este,Online,5.0,24.33,121.65
2025-07-19,Auriculares,Norte,Online,4.0,89.13,356.52
2025-12-01,Monitor,Norte,Online,1.0,218.42,218.42
2024-06-23,Auriculares,Oeste,Tienda,2.0,89.8,179.6
2025-12-03,Mouse,Norte,Online,4.0,23.49,93.96
2025-11-07,Monitor,Sur,Tienda,5.0,231.05,1155.25
2025-06-14,Teclado,Oeste,Online,5.0,46.4,232.0
2025-11-12,Mouse,Centro,Online,4.0,24.78,99.12
2025-12-01,Monitor,,Online,4.0,208.49,833.96
2024-06-25,Monitor,Norte,Online,5.0,221.28,1106.4
2024-10-09,Mouse,Sur,Tienda,2.0,25.35,50.7
2025-04-30,Auriculares,Oeste,Online,5.0,87.09,435.45
2025-03-20,Monitor,Norte,Online,1.0,212.67,212.67
2025-12-08,Teclado,Este,Distribuidor,3.0,36.59,392.57
2024-11-30,Monitor,Norte,Distribuidor,1.0,180.86,180.86
2024-12-08,Monitor,Norte,Tienda,4.0,207.05,828.2
2025-09-27,Teclado,Centro,Online,5.0,43.75,218.75
2025-06-03,Monitor,Este,Online,5.0,218.36,1091.8
2024-08-20,Mouse,Este,Online,3.0,25.06,75.18
2024-06-18,Webcam,Norte,Online,5.0,65.92,329.6
2025-05-14,Teclado,Norte,Online,3.0,43.89,131.67
2024-12-04,Webcam,Norte,Tienda,2.0,64.65,129.3
2025-12-13,Teclado,Oeste,Online,5.0,46.93,234.65
2024-03-20,Mouse,Centro,Online,4.0,25.61,102.44
2024-12-06,Mouse,Norte,Online,4.0,24.08,96.32
2025-12-10,Auriculares,Sur,Distribuidor,5.0,72.15,360.75
2025-12-28,Mouse,Este,Distribuidor,2.0,20.71,41.42
2024-08-16,Teclado,Este,Distribuidor,2.0,35.87,71.74
2025-08-15,Monitor,Este,Online,4.0,214.1,856.4
2025-11-30,Teclado,Sur,Tienda,3.0,44.44,133.32
2025-02-03,Mouse,Centro,Online,1.0,26.39,26.39
2024-11-15,Monitor,Centro,Online,5.0,215.97,1079.85
2025-12-18,Mouse,Centro,Online,3.0,25.02,75.06
,Monitor,Norte,Online,2.0,207.1,414.2
2024-11-13,Webcam,Centro,Online,4.0,61.48,245.92
2025-06-24,Teclado,Oeste,Tienda,2.0,46.01,92.02
2025-11-03,Monitor,Norte,Online,3.0,222.89,668.67
2024-02-20,Teclado,Sur,Tienda,1.0,45.88,45.88
2025-06-19,Webcam,Centro,Tienda,3.0,66.27,198.81
2025-07-06,Mouse,Sur,Tienda,1.0,24.91,24.91
2024-12-10,Monitor,Norte,Tienda,4.0,224.4,897.6
2024-03-07,Mouse,,Online,4.0,24.71,98.84
2024-03-12,Monitor,Norte,Online,1.0,221.85,221.85
2024-09-22,Webcam,Oeste,Tienda,5.0,62.54,312.7
2025-12-25,Webcam,Centro,Distribuidor,1.0,51.59,51.59
2025-10-28,Auriculares,Este,Online,3.0,93.85,281.55
2025-07-24,Auriculares,Norte,Tienda,1.0,87.76,87.76
2025-03-08,Mouse,Sur,Online,2.0,26.13,52.26
2025-04-09,Webcam,Este,Online,4.0,63.09,252.36
2024-10-20,Webcam,Este,Online,2.0,66.43,132.86
2024-09-04,Teclado,Sur,Online,2.0,45.2,90.4
2025-09-03,Mouse,Norte,Distribuidor,2.0,21.1,42.2
2024-12-03,Auriculares,Sur,Distribuidor,1.0,73.98,73.98
2025-12-21,Auriculares,Este,Tienda,5.0,97.78,488.9
2025-09-15,Webcam,Sur,Tienda,3.0,61.59,184.77
2024-03-10,Mouse,Norte,Online,1.0,24.01,24.01
2025-12-31,Teclado,Norte,Tienda,3.0,44.17,132.51
2024-11-04,Auriculares,Sur,Tienda,5.0,89.48,447.4
2024-07-04,Mouse,Oeste,Online,1.0,24.75,24.75
2025-06-03,Monitor,Norte,Online,4.0,228.82,915.28
2025-07-22,Mouse,Oeste,Online,2.0,24.58,49.16
2025-12-13,Teclado,Sur,Tienda,5.0,46.32,231.6
2024-07-17,Webcam,Oeste,Tienda,1.0,66.36,66.36
2024-06-03,Mouse,Norte,Online,1.0,24.25,24.25
2024-04-03,Mouse,Norte,Online,4.0,25.22,100.88
2025-12-26,Auriculares,Centro,Distribuidor,3.0,76.04,228.12
2024-12-02,Auriculares,Centro,Tienda,4.0,85.69,342.76
2024-12-19,Auriculares,Este,Tienda,4.0,90.59,362.36
2024-09-28,Monitor,Este,Online,2.0,214.0,428.0
2025-07-21,Monitor,Centro,Tienda,4.0,229.08,916.32
2024-09-09,Teclado,Oeste,Online,3.0,47.88,143.64
2025-08-29,Mouse,Sur,Online,5.0,26.54,132.7
2024-04-23,Monitor,Sur,Online,5.0,224.28,1121.4
2024-02-11,Mouse,Norte,Distribuidor,3.0,19.95,59.85
2025-12-16,Mouse,Oeste,Online,4.0,24.82,99.28
2025-11-24,Auriculares,,Online,5.0,90.83,454.15
2025-12-17,Teclado,Norte,Tienda,4.0,47.18,188.72
2024-12-14,Mouse,Norte,Tienda,3.0,26.02,78.06
2025-03-29,Monitor,Oeste,Online,5.0,213.94,656.15
2024-12-16,Webcam,Centro,Tienda,1.0,64.22,214.08
2024-08-28,Teclado,Norte,Tienda,3.0,47.11,141.33
2025-11-02,Auriculares,Norte,Tienda,2.0,93.35,186.7
2025-11-26,Mouse,Centro,Tienda,3.0,26.4,79.2
2025-11-13,Teclado,Centro,Online,2.0,45.06,90.12
2024-01-29,Monitor,Norte,Distribuidor,4.0,186.4,745.6
2025-09-22,Auriculares,Norte,Distribuidor,5.0,72.88,364.4
2024-07-31,Mouse,Este,Online,5.0,22.81,114.05
2024-04-11,Auriculares,Norte,Tienda,5.0,91.89,459.45
2024-10-08,Monitor,Oeste,Tienda,5.0,228.24,1141.2
2025-12-05,Webcam,Sur,Distribuidor,2.0,52.11,104.22
2025-12-05,Webcam,Sur,Online,4.0,67.06,268.24
2024-08-10,Monitor,,Online,1.0,207.48,207.48
2025-06-03,Mouse,Oeste,Tienda,1.0,24.37,24.37
2025-07-31,Teclado,Este,Online,5.0,44.24,221.2
2024-05-19,Teclado,Este,Online,1.0,44.1,44.1
2024-04-17,Auriculares,Norte,Online,5.0,89.14,445.7
2025-01-28,Auriculares,Norte,Online,3.0,90.73,272.19
2025-11-26,Mouse,Sur,Tienda,5.0,25.48,127.4
2024-11-28,Mouse,Norte,Distribuidor,1.0,20.65,20.65
2025-08-18,Webcam,Sur,Tienda,1.0,63.88,63.88
2024-08-16,Mouse,Norte,Distribuidor,5.0,20.68,103.4
2025-12-21,Mouse,Oeste,Online,1.0,24.76,24.76
2025-07-23,Mouse,Norte,Tienda,1.0,25.35,25.35
2025-12-15,Auriculares,Sur,Online,2.0,91.52,183.04
2025-11-10,Auriculares,Norte,Online,4.0,86.61,346.44
2025-12-22,Mouse,Norte,Online,2.0,26.24,52.48
2025-04-03,Mouse,Oeste,Online,5.0,25.06,125.3
2024-12-09,Auriculares,Sur,Tienda,5.0,87.01,435.05
2024-06-14,Auriculares,Norte,Distribuidor,1.0,75.12,75.12
2025-07-29,Monitor,Norte,Online,1.0,219.44,219.44
2025-09-24,Teclado,Oeste,Tienda,4.0,46.2,184.8
2025-11-12,Teclado,Centro,Online,4.0,45.6,182.4
2024-12-08,Monitor,Este,Online,1.0,216.67,216.67
2024-03-11,Monitor,Sur,Online,3.0,228.52,685.56
2025-12-07,Mouse,Norte,Tienda,3.0,26.2,78.6
2024-12-29,Mouse,Norte,Tienda,5.0,24.43,122.15
2024-12-28,Teclado,Norte,Distribuidor,2.0,39.15,78.3
2025-10-06,Auriculares,Oeste,Online,4.0,84.8,339.2
2025-07-24,Monitor,Sur,Online,2.0,210.97,421.94
2024-05-08,Teclado,Norte,Online,1.0,45.42,45.42
2024-07-14,Teclado,Oeste,Tienda,4.0,45.58,182.32
2025-09-27,Teclado,Sur,Tienda,5.0,43.44,217.2
2025-11-09,Auriculares,Oeste,Distribuidor,2.0,75.71,151.42
2024-07-08,Teclado,Centro,Online,5.0,44.3,221.5
2025-11-07,Auriculares,Este,Online,4.0,90.3,361.2
2025-12-13,Auriculares,Oeste,Online,3.0,85.28,255.84
2025-11-01,Auriculares,Sur,Online,,,184.22
2024-08-22,Teclado,Oeste,Online,5.0,44.37,221.85
2024-05-22,Auriculares,Norte,Tienda,5.0,94.03,470.15
2025-08-28,Mouse,Centro,Online,2.0,25.38,50.76
2025-04-20,Teclado,Norte,Online,1.0,46.1,46.1
2025-12-07,Mouse,Norte,Online,1.0,25.48,25.48
2024-04-14,Mouse,Sur,Tienda,3.0,23.81,71.43
2024-06-27,Webcam,Este,Online,2.0,66.11,132.22
2025-04-13,Mouse,Norte,Online,2.0,25.17,50.34
2024-10-11,Auriculares,Norte,Online,1.0,93.65,93.65
,Auriculares,Sur,Tienda,2.0,86.29,172.58
2025-12-31,Monitor,Centro,Tienda,2.0,211.6,423.2
2024-05-03,Teclado,Centro,Distribuidor,2.0,36.18,72.36
2025-01-06,Mouse,Oeste,Tienda,1.0,24.29,24.29
2025-06-01,Auriculares,Norte,Online,1.0,85.81,85.81
2025-10-11,Teclado,Norte,Online,1.0,44.44,44.44
2024-12-03,Webcam,Oeste,Tienda,4.0,65.85,263.4
2025-12-29,Teclado,Centro,Distribuidor,3.0,37.07,111.21
2025-12-30,Mouse,Oeste,Online,1.0,25.25,25.25
2025-08-27,Webcam,Sur,Online,2.0,64.65,129.3
2025-12-17,Teclado,Centro,Tienda,5.0,47.6,238.0
2024-02-11,Auriculares,Centro,Tienda,4.0,90.38,361.52
2025-11-13,Auriculares,Oeste,Tienda,5.0,89.15,445.75
2025-09-15,Monitor,Centro,Tienda,2.0,228.81,457.62
2025-09-28,Monitor,,Online,1.0,233.4,233.4
2024-10-25,Auriculares,Sur,Online,3.0,90.89,272.67
2025-11-21,Monitor,Este,Online,3.0,219.88,659.64
2024-08-07,Teclado,Este,Online,1.0,44.91,44.91
2025-05-21,Mouse,Norte,Tienda,3.0,25.16,75.48
2024-11-26,Webcam,Norte,Online,1.0,65.7,65.7
2024-03-09,Webcam,Centro,Online,4.0,62.34,249.36
2024-07-03,Teclado,Sur,Online,3.0,43.96,131.88
2024-05-31,Auriculares,Oeste,Online,5.0,88.4,442.0
2025-08-05,Monitor,Sur,Tienda,4.0,215.15,860.6
2024-10-18,Webcam,Sur,Distribuidor,5.0,52.47,262.35
2024-11-21,Webcam,Oeste,Tienda,1.0,63.57,63.57
2025-11-22,Mouse,Centro,Online,1.0,26.24,26.24
2024-01-20,Auriculares,Oeste,Tienda,5.0,91.49,457.45
2024-05-14,Auriculares,,Online,3.0,87.2,261.6
2025-05-14,Mouse,Sur,Online,2.0,25.48,50.96
2024-12-21,Webcam,Norte,Tienda,1.0,65.03,65.03
2024-04-16,Monitor,Norte,Tienda,1.0,213.5,213.5
,Teclado,Centro,Tienda,4.0,46.85,187.4
2024-02-21,Webcam,Este,Distribuidor,4.0,50.45,201.8
2025-11-12,Mouse,Norte,Online,3.0,24.93,74.79
2025-06-07,Mouse,Este,Distribuidor,3.0,20.03,60.09
2024-05-29,Auriculares,Sur,Online,4.0,86.78,347.12
2024-03-14,Auriculares,Norte,Online,2.0,91.54,183.08
2024-07-02,Webcam,Sur,Tienda,3.0,59.71,179.13
2024-12-21,Mouse,Centro,Online,1.0,25.92,25.92
2025-01-02,Monitor,Norte,Tienda,3.0,225.12,675.36
2025-11-20,Mouse,Centro,Online,1.0,25.24,25.24
2025-06-04,Mouse,Sur,Online,5.0,25.65,128.25
2024-09-21,Mouse,Oeste,Tienda,1.0,24.77,24.77
2024-05-17,Auriculares,Norte,Online,5.0,93.88,469.4
2024-07-08,Teclado,Norte,Tienda,1.0,47.94,47.94
2024-12-08,Teclado,Sur,Tienda,5.0,44.03,220.15
2025-10-11,Auriculares,,Tienda,1.0,93.11,93.11
2025-12-06,Teclado,Centro,Online,1.0,44.51,44.51
2024-06-03,Teclado,Norte,Online,5.0,42.41,212.05
2025-02-27,Teclado,Centro,Online,4.0,47.92,191.68
2025-12-26,Auriculares,Norte,Distribuidor,4.0,73.99,295.96
2025-03-31,Teclado,Este,Online,2.0,41.97,83.94
2025-11-30,Monitor,Sur,Tienda,1.0,201.04,201.04
2025-04-19,Teclado,Sur,Online,5.0,45.25,226.25
2025-06-28,Auriculares,Sur,Tienda,3.0,89.93,269.79
2024-11-05,Mouse,Norte,Online,4.0,24.75,99.0
2024-11-28,Teclado,Este,Online,5.0,46.03,230.15
2025-08-20,Mouse,Centro,Online,1.0,26.33,26.33
2025-08-09,Webcam,Norte,Online,3.0,64.3,192.9
2024-09-08,Monitor,Norte,Online,1.0,222.56,222.56
2024-05-20,Mouse,Norte,Distribuidor,5.0,21.11,105.55
2024-12-15,Auriculares,Oeste,Online,3.0,92.15,276.45
2024-07-15,Auriculares,Norte,Online,3.0,97.36,292.08
2024-11-30,Auriculares,Norte,Online,3.0,91.48,274.44
2024-12-29,Monitor,Norte,Tienda,3.0,224.62,673.86
2025-12-30,Teclado,Norte,Distribuidor,2.0,38.05,76.1
2024-12-16,Teclado,Este,Online,2.0,48.06,96.12
2025-11-26,Auriculares,Sur,Online,2.0,88.93,177.86
2025-08-19,Teclado,Este,Distribuidor,2.0,37.48,74.96
2025-11-12,Monitor,Norte,Distribuidor,3.0,179.67,539.01
2024-05-15,Monitor,Oeste,Tienda,1.0,217.72,217.72
2025-11-11,Auriculares,Norte,Tienda,5.0,87.6,438.0
2025-12-22,Auriculares,Centro,Tienda,3.0,92.09,276.27
2025-06-12,Mouse,Este,Online,1.0,25.78,25.78
2024-02-21,Mouse,Este,Online,3.0,25.73,77.19
2025-10-23,Webcam,Sur,Distribuidor,2.0,51.9,103.8
2025-12-09,Mouse,Norte,Tienda,1.0,25.17,25.17
2025-10-03,Auriculares,Sur,Distribuidor,4.0,74.23,296.92
2025-08-23,Auriculares,Oeste,Distribuidor,3.0,74.71,224.13
2024-04-02,Monitor,Norte,Tienda,3.0,210.14,630.42
